country,country_short,region_wb,pop_log,obesity_m,obesity_f,overw_m,overw_f,BMI_m,BMI_f,flex,indiv,yr_sch_m,yr_sch_f,globaliz,uneven_eco_dev,gdppc_ln,undernourish,rice,mcdonalds,temp_avg,wgi_avg,share_animal_prot,vegies_fruits,hf_efiscore,wdi_emp_agr_m,wdi_emp_ind_m,wdi_emp_ser_m,wdi_emp_agr_f,wdi_emp_ind_f,wdi_emp_ser_f,healthexp_perc_gdp,wdi_popurb_share,wdi_smok_m,wdi_smok_f,indiv_welzel,self_expr_val,emancip_val,autonomy,indiv_hofstd,culture_zone,fi_ftradeint,fh_pair,cool_water_ind,hist_path_load,migr_dist_ea,irrig_dep,relig_imp,secular_rational
Hungary,HUN,Europe and Central Asia,16.102273945268482,27.5,24.3,68.9,53.5,28.1,26.4,-8.916574351619605,72,12.1,11.6,84,4.3,10.19121962373795,1,3.309999942779541,0.91,9.75,0.5316666666666667,5.544950008392334,153.85000610351562,66.5999984741211,6.400000095367432,40.29999923706055,53.29999923706055,2.299999952316284,19.600000381469727,78.0999984741211,6.88948917,0.6896500138049683,35,27,44.2,-0.19,0.4045956528922928,0.49999999999999956,80,South and East Europe,7.964625835418701,14,0.4793138947718073,-0.78,0.4038981523625431,0,NA,0.625
Iceland,ISL,Europe and Central Asia,12.709314585722742,23.7,19.2,67.1,50.2,27,25.4,NA,NA,12.6,12.2,72,1.6,10.796591537434947,1,3.809999942779541,NA,1.75,1.51,11.417799949645996,148.66000366210937,68.19999694824219,8.699999809265137,27.899999618530273,62.900001525878906,2.299999952316284,7.800000190734863,89.69999694824219,8.13130188,0.9362409249121969,19,18,67.2,2.685,0.5203831229122722,NA,NA,North Europe and Anglo,6.444337368011475,15,0.8072434135246027,-1.18,0.559119803993558,NA,NA,0.425
India,IND,South Asia,20.993409297164682,2.6,4.8,17.2,21,21.6,21.8,16.637764070575177,-101,8.2,4.8,61,7.5,8.60611940061064,14.7,99.26000213623047,0.022,23.65,-0.20333333333333334,1.9503899812698364,138.6699981689453,54.599998474121094,46.099998474121094,24,29.899999618530273,65.30000305175781,17.799999237060547,17,3.59565997,0.3092999925787851,25,4,22.3,-0.47,0.3414405868778524,-0.2200000000000002,48,South Asia,6.192822456359863,10,0.0916526920143671,0.91,0.2722608490412338,0.18860794603824615,1.4107987061458074,-0.575
Indonesia,IDN,East Asia and Pacific,19.3699545328818,4.5,8.5,24.1,30.5,22.4,23.7,-78.38326907242762,-171,8.4,7.5,63,6.3,9.234740258799718,7,207.22000122070312,0.064,25.85,-0.2966666666666667,2.550950050354004,102.48999786376953,56,38.79673385620117,21.639339447021484,39.563926696777344,37.60363006591797,15.479825019836426,46.91654586791992,2.99113512,0.4992400088284489,67,3,4.8,-0.915,0.33043807161850974,-0.5949999999999998,14,South Asia,6.774363040924072,9,0.10611699108101452,0.51,0.3459023176869035,5.309522384777665e-4,NA,-0.86
Iran,IRN,Middle East and North Africa,18.178509916679428,18.6,31.7,56.9,64.9,25.2,27,NA,NA,10,9.8,54,6.1,9.516942329280475,4.7,41.27000045776367,NA,17.25,-0.9133333333333333,2.872659921646118,339.9700012207031,42.099998474121094,19.299999237060547,33.20000076293945,47.400001525878906,30.600000381469727,27.299999237060547,41.900001525878906,7.76057911,0.6893800450354,26,1,11.5,-0.88,0.3268391933753448,-0.7149999999999999,41,Ottoman-Persian,5.067827224731445,4,0.1092254544212437,-0.16,0.2585119989884685,0.4058646261692047,NA,-0.57
Iraq,IRQ,Middle East and North Africa,17.387076931600593,22.8,36.4,60.3,67.5,27.6,29.6,NA,NA,7.8,5.4,47,7.8,9.248791558350435,37.8,56.439998626708984,0.00254,21.4,-1.4449999999999998,2.071510076522827,137.53000259399414,NA,17.100000381469727,21.600000381469727,61.29999923706055,50.70000076293945,3.700000047683716,45.599998474121094,3.14279079,0.665359962638531,31,4,2.7,-1.32,0.24980513082280428,NA,NA,Arab,NA,4,0.10576746301607175,0.4,0.22268265537190002,0.6126709580421448,1.18,-0.87
Ireland,IRL,Europe and Central Asia,15.363489362995674,24.4,24.9,65.6,54.6,27.8,27,17.101419945748834,27,11.9,12.5,86,2.7,11.142673048617807,1,3.180000066757202,1.8,9.3,1.5133333333333334,7.2022199630737305,151.42000198364258,78.69999694824219,7.5,28.700000762939453,63.29999923706055,1,8.800000190734863,89.80000305175781,7.31716299,0.6189800565989533,NA,NA,29.8,1.18,0.4063211933591276,0.8849999999999998,70,North Europe and Anglo,8.822251319885254,15,0.8090897074989255,-0.23,0.49819180483124115,0,NA,-0.8
Israel,ISR,Middle East and North Africa,15.94137040556129,25.4,26.1,70.4,57.6,27.5,26.9,2.0614338571527226,16,12.9,12.9,77,6.9,10.475511751023127,1,15.229999542236328,2.1,19.2,0.735,8.029919624328613,268.72999572753906,68.5,2.5,29.700000762939453,66.5999984741211,0.699999988079071,9.899999618530273,88.80000305175781,7.10652399,0.9182299700928696,35,17,NA,NA,0.5119953075478256,0.5550000000000002,54,South and East Europe,8.245686531066895,11,0.3748107844858327,0.53,0.4708,0.2109764814376831,NA,NA
Italy,ITA,Europe and Central Asia,17.921957951229782,19.7,19.3,64.9,51.2,26.5,24.7,-35.95563888791876,5,10.3,9.9,82,3.4,10.516210702728278,1,4.900000095367432,0.94,13.45,0.505,6.509079933166504,249.04999542236328,60.29999923706055,4.5,38.70000076293945,56.79999923706055,2.799999952316284,14.100000381469727,83.0999984741211,8.85689163,0.6821999906618982,31,18,48.5,0.655,0.4661230579846889,0.6450000000000005,76,South and East Europe,7.845211505889893,14,0.477051582090854,0.4,0.3947435250120409,0.11596596986055374,NA,0.125
Jamaica,JAM,Latin America and Caribbean,14.87712132258976,14.7,32.8,46.5,62.6,25.7,29.4,NA,NA,9.3,9.8,67,5.9,9.081483749851179,9.6,33.7400016784668,NA,24.95,0.10166666666666666,5.405680179595947,183.05999755859375,65.69999694824219,28.5,22.700000762939453,48.79999923706055,9.399999618530273,6.900000095367432,83.5999984741211,5.62562609,0.5199199204407274,NA,NA,NA,NA,NA,NA,39,Latin America,7.161270618438721,10,0.2860776795923571,0.25,0.1371,0,NA,NA
Japan,JPN,East Asia and Pacific,18.660807264786893,4.6,3.6,31.9,21.6,23.6,21.8,234.14456080871017,42,12.4,12.6,78,1.9,10.606486049146447,1,83.5199966430664,2.4,11.15,1.3583333333333334,7.110789775848389,128.13999557495117,72.80000305175781,3.799999952316284,33.099998474121094,61.900001525878906,3.700000047683716,14.699999809265137,80.4000015258789,10.88550663,0.905410020659322,34,11,47.6,0.953333333,0.49626884416180256,0.7799999999999994,46,East Asia,7.385018348693848,13,0.3465246802166231,0.25,0.6130895751233599,0,3.115530303030303,1.74
Jordan,JOR,Middle East and North Africa,16.041924182028,27.5,42.5,66.3,71.8,28.2,29.7,NA,NA,10.7,10,73,5.9,9.141097469234023,6.3,21.920000076293945,0.3,18.3,-0.08,3.5071001052856445,135.82000350952148,68.9000015258789,2.200000047683716,20.5,77.19999694824219,1,9.300000190734863,89.69999694824219,7.59315777,0.8247300694674164,47,6,0,-1.286666667,0.23298832849622045,-0.4950000000000001,NA,Arab,7.866758346557617,8,0.1387212696438267,0.39,0.20221324945962724,0.5440676212310791,1.0684474123539232,-1.57
Kazakhstan,KAZ,Europe and Central Asia,16.680154509308306,18.3,22.1,53.6,52.1,26.2,26.4,62.46677277680446,-106,11.7,11.7,62,4.7,10.052941505704466,1,12.010000228881836,0.06,6.4,-0.43166666666666664,6.992650032043457,271.8199996948242,62.099998474121094,31.100000381469727,26,42.900001525878906,29.200000762939453,11.600000381469727,59.29999923706055,3.04051089,0.5373200059479531,40,9,22.5,-0.655,0.3630134567901238,NA,NA,Central Asia,5.623542785644531,8,0.00571131933899838,-0.38,0.4406083293225319,0.9515023827552795,2.3453333333333335,-0.205
Kenya,KEN,Sub-Saharan Africa,17.6841737471584,2.7,10.6,15.7,33.5,22.1,24.4,-157.86211328028088,-177,7,5.6,56,8.3,8.120291313968561,21.5,19.299999237060547,0,24.75,-0.5833333333333334,2.883049964904785,114.46000289916992,57.400001525878906,NA,NA,NA,NA,NA,NA,5.21938848,0.23571000864548974,26,1,NA,NA,NA,NA,NA,Africa,6.804736614227295,6,0.0187299254188723,0.92,0.07585127816448364,0.32513734698295593,NA,NA
Kiribati,KIR,East Asia and Pacific,11.616627606285155,40.8,49.8,76.1,80.6,29,31,NA,NA,NA,NA,46,NA,7.6544432264701125,3.2,70.970001220703125,NA,28.2,0.08499999999999999,4.644740104675293,121.56999588012695,NA,NA,NA,NA,NA,NA,NA,7.98818541,NA,NA,NA,NA,NA,NA,NA,NA,Oceania,NA,13,0.19863098704250567,-0.53,NA,NA,NA,NA
Kuwait,KWT,Middle East and North Africa,15.159833305671933,32.6,45.2,71.9,74.9,28.9,30.4,NA,NA,6.8,7.7,71,4.7,10.762805735649291,1,47.70000076293945,1.7,25.35,-0.21666666666666667,6.121679782867432,294.1999969482422,64.9000015258789,NA,NA,NA,NA,NA,NA,4.01473618,0.9824199921111921,35,4,NA,NA,0.32316966087916105,NA,NA,Arab,7.513367176055908,6,0.12538002702480694,-0.25,0.20472947092780805,1,1.1337579617834395,NA
Kyrgyzstan,KGZ,Europe and Central Asia,15.600060769496613,13.5,18.1,46.7,48.1,25.8,27,NA,NA,10.7,10.9,62,6.4,8.346404870435956,8,8.770000457763672,NA,1.55,-0.8049999999999999,4.975510120391846,184.74999237060547,61.099998474121094,NA,NA,NA,NA,NA,NA,7.14930916,0.35304007048587527,45,2,15.3,-0.6,0.3545600766266799,NA,NA,Ottoman-Persian,6.356967926025391,7,-0.015623159728031183,-0.38,0.41102128602415366,0.2294166088104248,1.7953333333333332,-0.99
Laos,LAO,East Asia and Pacific,15.723742574904735,3.4,6.3,21.6,27.2,22.6,23,NA,NA,5.6,4.5,44,6.9,8.727129915243166,6.7,247.08999633789062,NA,22.8,-0.7066666666666667,2.3810698986053467,348.5299987792969,51.29999923706055,NA,NA,NA,NA,NA,NA,2.45366454,0.33120998393767825,48,4,NA,NA,NA,NA,NA,South Asia,NA,5,0.19934458616454065,0.28,0.32464933633819704,0,NA,NA
Latvia,LVA,Europe and Central Asia,14.49735763213377,21.1,24.9,60.3,54.7,26.9,26.1,NA,NA,12.4,13,76,4.6,10.119848151553505,1,2.4800000190734863,0.62,5.6,0.7883333333333333,6.423439979553223,171.72000122070312,65.80000305175781,12,34.599998474121094,53.400001525878906,5.800000190734863,14.100000381469727,80.19999694824219,5.68592453,0.677159836094882,46,20,48,-0.48,0.4306584653399496,0.019999999999999574,70,South and East Europe,8.062142372131348,13,0.5618137270165651,-0.78,0.46482807947833543,0,NA,0.89
Lebanon,LBN,Middle East and North Africa,15.692327983608823,26.8,36.5,66.3,68.7,27.8,27.3,NA,NA,8.7,8.3,68,5.7,9.620328568811932,5.9,14.270000457763672,0.54,16.4,-0.7716666666666666,3.8251800537109375,227.19000244140625,60.099998474121094,6.5,24.899999618530273,68.5,5.699999809265137,7.5,86.30000305175781,7.67934227,0.8713600172491162,NA,NA,30.3,-0.955,0.3966070287641974,NA,NA,Arab,NA,9,0.1605863001482684,0.65,0.22851867489473485,0.15711325407028198,1.745704467353952,-0.335
Lesotho,LSO,Sub-Saharan Africa,14.537736328394878,4.4,26,20.6,52.9,22.6,26.9,NA,NA,5.3,7,51,7.3,8.037220031133012,29.9,2.700000047683716,NA,11.85,-0.23,2.0213499069213867,40.46000003814697,NA,NA,NA,NA,NA,NA,NA,8.4919643400000009,NA,NA,NA,NA,NA,NA,NA,NA,Africa,6.192396640777588,9,0.13087158354066408,-0.13,0.22207039871000916,0,NA,NA
Liberia,LBR,Sub-Saharan Africa,15.313397500019429,5.2,13.7,22.7,37.6,23.1,24.9,NA,NA,6,3,47,8.3,7.163946684342547,36.4,103.25,NA,25.3,-0.7983333333333333,1.4773099422454834,66.91000175476074,NA,NA,NA,NA,NA,NA,NA,10.37773991,NA,NA,NA,NA,NA,NA,NA,NA,Africa,NA,8,0.059371104348936436,0.8,0.13364150944661363,0.002838818822056055,NA,NA
Libya,LBY,Middle East and North Africa,15.674666180158022,24.3,39.1,62.7,69.6,26.8,29.1,NA,NA,7,7.7,57,6.1,9.410829232725586,NA,NA,NA,21.8,-1.7783333333333333,NA,NA,38.599998474121094,NA,NA,NA,NA,NA,NA,NA,0.7756300189451003,45,1,3.4,-0.93,0.26295917591399,NA,NA,Arab,NA,6,0.15181803295563168,0.24,0.23765450118658327,0.9441908597946167,1.0379867046533713,-1.61
Lithuania,LTU,Europe and Central Asia,14.8819129667211,23.7,27.6,62.1,56.4,27,25.8,NA,NA,12.8,12.8,80,5,10.26896365242793,1,2.940000057220459,0.46,6.2,0.97,8.954050064086914,141.34000396728516,71.30000305175781,11.5,33.20000076293945,54.900001525878906,6.800000190734863,16.399999618530273,76.5,6.49459124,0.6700100281472594,43,25,38.3,-0.46,0.4306049213532393,NA,60,South and East Europe,7.662672996520996,13,0.5126111905711596,-0.78,0.45622273234168015,0,NA,0.93
Luxembourg,LUX,Europe and Central Asia,13.252696661527155,23.9,20.4,66.3,50.3,27,25.5,NA,NA,12.3,11.6,83,1.5,11.549749076600712,1,4.369999885559082,1.7,8.65,1.7233333333333334,8.151450157165527,186.22000122070312,76.19999694824219,1.2999999523162842,18.799999237060547,74.4000015258789,0.699999988079071,4.599999904632568,90.0999984741211,5.28378248,0.8518600343621598,NA,NA,71,1.39,0.5196398927888827,NA,60,North Europe and Anglo,8.389935493469238,16,0.6132220574951297,-0.91,0.4757119822957889,0,NA,0.38
Madagascar,MDG,Sub-Saharan Africa,17.003270464915303,2.8,7.2,17.2,28.9,21.5,21.1,NA,NA,6.1,6.7,49,8.5,7.344072850573066,40.2,151.86000061035156,NA,22.65,-0.735,1.953220009803772,61.58000183105469,61.20000076293945,NA,NA,NA,NA,NA,NA,5.72116804,0.3193000205127894,NA,NA,NA,NA,NA,NA,NA,Africa,5.886936187744141,9,0.09199814330176455,0.51,0.11900058946274304,0.009808793663978577,NA,NA
Malawi,MWI,Sub-Saharan Africa,16.63362847843692,2.1,8.7,14.5,30.8,22.5,23.1,NA,NA,5,3.9,48,8.4,6.926577033222725,16,7.550000190734863,NA,21.9,-0.42333333333333334,1.3164299726486206,158.41000366210937,55.79999923706055,NA,NA,NA,NA,NA,NA,9.33333778,0.15542996946654167,23,5,NA,NA,NA,NA,NA,Africa,6.269551753997803,7,0.054447079225340256,0.64,0.06213540443106471,0.006321338936686516,NA,NA
Malaysia,MYS,East Asia and Pacific,17.22569956023868,12.3,17.4,40.9,42.3,25.2,26,-1.327119678964586,-89,10.3,9.9,81,5.3,10.118679574062718,3.8,109.12000274658203,0.83,25.4,0.385,6.227709770202637,110.45000076293945,66.30000305175781,16,31.299999237060547,52.79999923706055,8.5,21,70.5,3.81608534,0.7200599833723749,43,1,15.5,-0.466666667,0.3727316194325734,-0.7849999999999993,26,South Asia,7.279954433441162,8,0.174268849726717,0.51,0.32598031459549626,8.126680622808635e-4,1.1853846153846155,-0.536666667
Maldives,MDV,South Asia,13.027863669079249,5.4,10.8,25.9,33.4,24.5,26.1,NA,NA,6.9,6.4,50,4.1,9.72728722274711,NA,50.189998626708984,NA,27.65,-0.325,12.585700035095215,125.57000350952148,NA,NA,NA,NA,NA,NA,NA,8.6903019,NA,NA,NA,NA,NA,NA,NA,NA,South Asia,NA,8,0.10669587833373488,-0.9,NA,NA,NA,NA
Mali,MLI,Sub-Saharan Africa,16.67420656112197,4.3,11.9,19.7,34.4,22.8,23,NA,NA,3,1.7,49,7.4,7.617267813628347,5,74.23999786376953,NA,28.25,-0.8033333333333333,3.2788898944854736,99.18999671936035,56.29999923706055,NA,NA,NA,NA,NA,NA,4.11143351,0.3427700105841851,28,2,21,-0.05,0.31654562011708764,NA,NA,Africa,6.471065521240234,7,NA,NA,NA,NA,NA,-1.38
Malta,MLT,Middle East and North Africa,13.005948655179997,28.6,28.3,72.6,59.4,27.7,26.4,NA,NA,11.5,10.9,78,2.9,10.493577119278669,1,4.630000114440918,2.1,19.2,1.0533333333333332,7.310830116271973,269.65999603271484,65.69999694824219,1.7999999523162842,31.600000381469727,66.5,0.4000000059604645,12.899999618530273,86.30000305175781,9.20896149,0.9467103168093257,31,20,11.4,0.24,0.32355900803816495,NA,59,South and East Europe,8.146623611450195,15,0.39838102360759314,-0.5,NA,NA,NA,-1.26
Marshall Islands,MHL,East Asia and Pacific,10.95856583918051,47.7,56.9,81.7,84.6,28.8,30.4,NA,NA,11.2,10.8,45,NA,8.165932137321585,NA,NA,NA,27.4,-0.15833333333333338,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.35825539,NA,NA,NA,NA,NA,NA,NA,NA,Oceania,NA,13,0.2518480231286813,-0.25,NA,NA,NA,NA
Mauritania,MRT,Sub-Saharan Africa,15.213314429823992,6.3,17.9,25.3,41.7,23.2,26.5,NA,NA,5.4,3.3,51,7.1,8.34283980427146,8.3,68.4000015258789,NA,27.65,-0.87,4.710710048675537,43.9399995803833,NA,NA,NA,NA,NA,NA,NA,4.70125389,NA,NA,NA,NA,NA,NA,NA,NA,Africa,6.007001876831055,5,0.11278326729698769,0.26,0.21110508396652355,0.7207928895950317,NA,NA
Mauritius,MUS,Sub-Saharan Africa,14.04868760499019,5.4,15.2,24,39.2,24.5,25.8,NA,NA,9.5,8.8,72,4.3,9.864226838582825,5.6,57.970001220703125,0.55,22.4,0.855,5.19674015045166,108.91999816894531,NA,NA,NA,NA,NA,NA,NA,5.6999588,NA,NA,NA,NA,NA,NA,NA,NA,Africa,8.308022499084473,12,0.16775626694597828,0.11,NA,NA,NA,NA
Mexico,MEX,Latin America and Caribbean,18.618369050145926,23.8,32.3,63,65.5,27.4,28.3,-103.84823336036517,-63,8.8,8.4,71,6.6,9.81383633058348,5,8.609999656677246,0.32,21,-0.255,5.294270038604736,169.5900001525879,67.80000305175781,18.600000381469727,30.100000381469727,50.5,4,17.799999237060547,77.5,5.79708719,0.7782500441102621,27,8,28.7,0.553333333,0.44362398424993615,-0.3049999999999997,30,Latin America,7.010220050811768,10,0.24171354985143473,0.56,0.4071,0.13376641273498535,1.627,-1.38
Micronesia (Federated States of),FSM,NA,11.598056742346348,39.3,50.9,71.5,79.3,28,31.3,NA,NA,NA,NA,45,8.4,8.118207049405783,NA,NA,NA,25.85,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.49603271,NA,NA,NA,NA,NA,NA,NA,NA,Oceania,NA,14,0.27187129141128047,-0.11,NA,NA,NA,NA
Mongolia,MNG,East Asia and Pacific,14.913600376835474,16.8,22.6,54.6,54.8,25.7,26.4,NA,NA,9.8,10.3,63,6.4,9.284241179815718,8.4,7.75,NA,-0.7,-0.10833333333333332,7.733860015869141,66.25999927520752,59.5,34.099998474121094,20.299999237060547,45,31.700000762939453,11.699999809265137,56.099998474121094,4.23834133,0.6756701163179046,48,6,NA,NA,NA,NA,NA,Central Asia,6.918858051300049,12,0.014997493027228076,-0.78,0.5633985475926835,1,NA,NA
Montenegro,MNE,Europe and Central Asia,13.340950966063946,22.7,22.8,65.8,52.2,26.9,26,NA,NA,12,10.7,71,2.9,9.701187753026508,1,2.0999999046325684,NA,10.55,0.09833333333333334,7.231170177459717,197.12000274658203,62.5,7.099999904632568,27.600000381469727,65.30000305175781,5,9.899999618530273,85.19999694824219,NA,0.6309593309228839,NA,NA,33.6,-0.315,0.38,NA,NA,South and East Europe,7.88905668258667,12,NA,NA,NA,NA,NA,-0.125
Morocco,MAR,Middle East and North Africa,17.36120093377574,18.7,31.5,55.6,63.4,25.3,26.4,NA,NA,6.4,3.9,68,6.3,8.857230494201946,3.8,0.8500000238418579,0.12,17.1,-0.25166666666666665,3.131350040435791,218.56999969482422,59.599998474121094,34.20000076293945,24,41.599998474121094,59.20000076293945,15.399999618530273,25.200000762939453,5.07174492,0.5667600014663887,32,2,5.3,-1.46,0.31589188233023874,NA,46,Arab,6.79440975189209,8,0.15227237353530673,0.62,0.3240696683258833,0.3171478509902954,1.1227045075125208,-1.1
Mozambique,MOZ,Sub-Saharan Africa,17.112901807880352,3.1,10.1,17.6,32.9,22,23.3,NA,NA,4.6,2.5,49,8.6,7.1631723908466425,29.7,34.310001373291016,NA,23.8,-0.605,1.11257004737854,50.14000129699707,56.79999923706055,NA,NA,NA,NA,NA,NA,7.23973656,0.30958001714338357,NA,NA,NA,NA,NA,NA,NA,Africa,6.399900436401367,9,0.14030432781138044,0.93,0.08939527690401464,0.0764998197555542,NA,NA
Myanmar (Burma),MMR,East Asia and Pacific,17.77976017810103,3.8,6.9,20.5,27.1,22.1,23,-54.6,-73,4.7,4.9,42,8.2,8.393216011596527,8.9,187.36000061035156,NA,13.05,-1.155,5.244649887084961,128.78999710083008,37.79999923706055,NA,NA,NA,NA,NA,NA,5.4778142,0.3208299968697065,38,7,NA,0.73,NA,NA,NA,South Asia,1.781688928604126,3,0.10557535403652589,0.53,0.32064044186366314,0,NA,-0.425
Namibia,"NAM",Sub-Saharan Africa,14.654877480009207,7.1,24.7,26.4,51.1,22.8,25.3,NA,NA,6.5,6.9,58,8.1,9.266153436795395,21,7.860000133514404,NA,19.95,0.33,3.602030038833618,65.86999893188477,NA,NA,NA,NA,NA,NA,NA,9.70993042,NA,NA,NA,NA,NA,NA,-0.3799999999999999,NA,Africa,6.262239933013916,9,0.0867454810911116,-0.25,0.1990797711831105,0.5625983476638794,NA,NA
Nauru,NRU,East Asia and Pacific,9.247057954911346,58.2,63.1,88.1,88.6,32.3,32.8,NA,NA,NA,NA,NA,NA,9.302372457422676,NA,NA,NA,NA,-0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1927681,NA,NA,NA,NA,NA,NA,NA,NA,Oceania,NA,14,NA,NA,NA,NA,NA,NA
Nepal,NPL,South Asia,17.111904046803144,2.5,5.1,18.6,22.2,22.4,22.3,NA,NA,6.2,3.4,47,7.5,7.87587915949631,5.3,137.58999633789062,NA,8.1,-0.755,1.7149300575256348,180.91000366210937,50.099998474121094,NA,NA,NA,NA,NA,NA,6.21927214,0.16655998417046314,37,25,NA,NA,NA,-0.6499999999999995,NA,South Asia,6.394797801971436,7,0.09288878108343541,-0.12,0.3341916966178445,0.03614450618624687,NA,NA
Netherlands,NLD,Europe and Central Asia,16.645183701723305,20.2,19.7,64.9,49.8,26,25.1,87.0506956429537,182,12.5,11.8,91,2.7,10.825800116728777,1,3.2699999809265137,1.4,9.25,1.6616666666666666,9.389100074768066,175.06000518798828,74.69999694824219,3.700000047683716,24.200000762939453,61.20000076293945,1.7000000476837158,6.199999809265137,84.0999984741211,10.32396889,0.8274699955956506,29,23,79.8,1.723333333,0.5706585074338497,1.3000000000000003,80,North Europe and Anglo,8.576947212219238,16,0.7591628793877067,-0.78,0.49815514908675895,0,3.0805585392051555,0.37
New Zealand,NZL,East Asia and Pacific,15.343608254658527,29.4,30.9,70.2,60.3,28.1,27.9,36.50186788926633,68,12.5,12.3,77,2.8,10.532895892129066,1,10.319999694824219,3.4,10.55,1.8599999999999999,6.988840103149414,171.69000244140625,82.30000305175781,8.600000381469727,30.700000762939453,60.70000076293945,4.400000095367432,9.800000190734863,85.80000305175781,9.31466961,0.8619401071477631,21,19,65.9,2.59,0.5704834535943452,1.1599999999999997,79,North Europe and Anglo,8.678106307983398,15,0.6880021419644552,-0.91,0.5245,0.012949151918292046,2.7462311557788945,0.415
Nicaragua,NIC,Latin America and Caribbean,15.643800265286952,17.4,28.4,54,60.8,26.4,27.8,NA,NA,6.4,6.8,60,7.9,8.574329382787047,19,65.41999816894531,0.095,24.9,-0.5566666666666666,3.214560031890869,55.099998474121094,NA,NA,NA,NA,NA,NA,NA,7.96303225,NA,NA,NA,NA,-0.28,NA,NA,NA,Latin America,7.80654239654541,9,0.21600083662166056,0.16,0.4071,0.002722222823649645,NA,-1.72
Niger,NER,Sub-Saharan Africa,16.811325978061497,2.3,8.3,14.2,28.9,21.3,22.3,NA,NA,2.5,1.3,45,8.4,7.04141166379481,NA,21.93000030517578,NA,27.15,-0.645,2.313309907913208,107.17999839782715,NA,NA,NA,NA,NA,NA,NA,7.13803673,NA,NA,NA,NA,NA,NA,NA,NA,Africa,4.365887641906738,6,0.06334519014706991,0.52,0.18875996318461907,0.2683846652507782,NA,NA
Nigeria,NGA,Sub-Saharan Africa,19.014766715385555,4.3,12.5,21.1,35.3,22.5,23.9,-173.0669314392282,-291,7.1,4.9,56,8.8,8.598957493218878,9.2,47.22999954223633,NA,26.8,-1.025,1.4592599868774414,140.68999862670898,56.70000076293945,NA,NA,NA,NA,NA,NA,3.58195019,0.490010004271802,10,2,8.8,-0.875,0.27667951799633866,-1.31,NA,Africa,6.386135578155518,7,0.06060535588505938,1.19,0.12710990428803842,0.07422833144664764,1.130756111426947,-1.35
Niue,NIU,NA,7.389563953677635,43.9,54.5,77,82,31.4,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oceania,NA,NA,NA,NA,NA,NA,NA,NA
Norway,NOR,Europe and Central Asia,15.461975818345426,23,22.2,64.5,51,27.2,26,35.62896857989256,112,12.5,12.6,86,2,11.008496008709475,1,4.519999980926514,1.4,1.5,1.7616666666666667,7.574170112609863,156.43999481201172,70.30000305175781,3.9000000953674316,31.100000381469727,64.9000015258789,1,7,91.9000015258789,10.13146877,0.791019976061778,28,26,79.4,2.825,0.5865733283708872,0.7349999999999994,69,North Europe and Anglo,7.303610801696777,16,0.7355164539016218,-0.91,0.5902778094253959,0,NA,0.89
Oman,OMN,Middle East and North Africa,15.266501474608644,22.2,33.1,59.7,65.1,26.3,26.3,NA,NA,9.2,10.4,63,4.2,10.345413157647068,8.1,53.380001068115234,0.46,25.6,0.16999999999999998,5.8148298263549805,245.68000030517578,NA,NA,NA,NA,NA,NA,NA,4.3044014,NA,NA,NA,NA,NA,NA,-1.2000000000000002,NA,Arab,7.73502254486084,5,0.12416266687491374,0,0.16209489307897149,1,NA,NA
Pakistan,PAK,South Asia,19.110958576868835,5.7,10.8,25,30.5,23.2,24.5,NA,NA,6.5,3.7,53,7.3,8.38320455141292,12.8,16.889999389648438,0.03,20.2,-1.0133333333333334,4.468850135803223,46.47999954223633,55.099998474121094,36.20000076293945,23.399999618530273,37.79999923706055,75.4000015258789,11.100000381469727,13.199999809265137,2.68711925,0.35881997613712724,38,7,9.5,-0.555,0.27425281242709393,-0.875,14,South Asia,5.797847747802734,6,0.08508501645902264,-0.12,0.29304300730823735,0.6021721363067627,1.1274098910310142,-1.285
Palau,PLW,East Asia and Pacific,9.779340559793246,51.1,58.4,83.9,85.6,29.5,29.6,NA,NA,NA,NA,44,NA,9.796904067133344,NA,NA,NA,27.6,0.08166666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.39383602,NA,NA,NA,NA,NA,NA,NA,NA,Oceania,NA,13,NA,NA,NA,NA,NA,NA
Panama,PAN,Latin America and Caribbean,15.193896227666123,17.3,27.1,55.5,60.8,26.1,27.6,NA,NA,9.5,10.3,71,7.3,10.13931038100741,8.1,110.33999633789062,1.4,25.4,0.185,6.095870018005371,105.45000267028809,NA,NA,NA,NA,NA,NA,NA,6.8090291,NA,NA,NA,NA,NA,NA,NA,11,Latin America,8.297754287719727,12,0.21846195556939788,0.31,0.4071,0.0012452930677682161,NA,NA
Papua New Guinea,PNG,East Asia and Pacific,15.908333665783704,16,25.1,46.7,57.4,25.2,25.9,NA,NA,5.3,3.7,51,9,8.314097335405807,25,NA,NA,25.25,-0.5583333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81881714,NA,NA,NA,NA,NA,NA,NA,NA,Oceania,7.079526901245117,8,0.16633253377340584,0.15,0.4109998996173583,0,NA,NA
